5.842216548676750776e-01 4.376164784861447665e-01 1.663757942055911487e-02
-2.194847686244247587e-01 -7.109372386034291669e-01 -6.537449345099249909e-02
-4.471528844891878296e-02 7.064973136116384778e-01 -1.786583114313875786e-01
-6.707160253685089391e-01 -2.367542857005384138e-01 -1.792212957579401300e-01
2.178549901595938643e-01 -2.785285000717222514e-01 -6.560721021198115954e-01
6.871573796912544552e-01 -2.228533963342110569e-01 1.723513240770535859e-01
2.080943661175675696e-01 -5.279849681932176075e-01 4.646502878400943226e-01
-3.486157656624189194e-01 5.515283507105400718e-01 3.393222567555757574e-01
-1.483797620716929000e-01 2.554959811707789227e-02 7.213829985668764877e-01
6.399999939748245437e-01 -4.124943553074976454e-02 -3.554664972590649286e-01
3.473983519451797619e-01 -6.311387933802345973e-01 -1.511337279634965280e-01
2.851339828515243591e-01 3.933725239953038133e-01 -5.586017146778773368e-01
-2.767360871741600947e-01 1.978903233653403482e-01 -6.509497378458691808e-01
1.926190211704723876e-01 5.646672295229083760e-01 4.209662240925434173e-01
-2.788672784884560496e-01 -4.035829215738325204e-01 -5.581754700210062037e-01
-3.954094300072152901e-01 -4.734944802989128343e-01 4.183409557265382328e-01
4.370919278787561701e-01 6.281309763243778099e-02 6.011114535121920843e-01
-5.973605410158238094e-01 3.709749576328147391e-01 -1.957838205252134534e-01
-3.346005309885992721e-03 -2.204224341652283314e-02 1.993257851754927368e-02
-6.589176106946886824e-01 5.817647547833440513e-02 3.533542909878894522e-01
