-4.355925735060561799e-01 4.744387185092658332e-01 4.865608526234390663e-01
-3.652317993224113435e-02 -7.908381270745744596e-01 -1.251777185204012988e-01
2.333397505291869289e-01 2.802253440898189174e-01 3.600474979927715397e-02
2.111812351590668796e-02 2.961613030236745492e-01 -7.508650501371789687e-01
-4.766488848393080069e-01 -8.479208598375591321e-02 5.993662032710967980e-01
3.141316285062427660e-01 -1.678132075039663051e-01 -9.064069879073227698e-02
7.298781240946433657e-01 -2.630212394709173784e-01 -2.286430079318703401e-01
-4.656458831270897381e-02 6.886613737175500960e-01 -3.245004469456924112e-01
-4.441568138983346126e-01 -5.876342599005159734e-02 -6.461578053536478627e-01
-3.348592051245692369e-01 -5.572140611078181260e-01 4.536692150796629575e-01
7.163492809829055119e-01 2.935295978963431973e-01 -1.738748070031403969e-01
-1.138927122007272058e-01 1.460799819052024107e-01 7.919312916851095618e-01
-7.492691258603926263e-01 1.611454568055841752e-01 -2.534102745009135238e-01
5.290834163851196870e-01 5.068273815856546571e-01 3.226095807699721485e-01
3.575754697470022170e-01 7.257307657568657921e-01 -3.857038869544984760e-02
-3.104237107461114697e-01 1.222528056235336058e-01 -7.513375731056939899e-02
6.137718777492528338e-02 -1.609172754731106880e-01 3.350016021106668185e-01
3.843526282477446321e-01 1.844676363336974767e-01 6.505544125182312065e-01
3.795275138004317594e-01 4.867028817977501198e-01 -4.815570704861783513e-01
5.871613686594342463e-01 -4.527320145979236155e-01 2.273577737549672129e-01
1.492828191477571786e-01 -7.033946805226763965e-01 3.498588808145969287e-01
2.427625040176864882e-02 -1.840277657726235583e-01 -7.857292897854342151e-01
-6.528696478949383986e-01 -3.161253853198419117e-01 -2.924521439930459765e-01
7.392272378701251201e-01 4.257102296353597326e-02 2.476561477376221787e-01
-2.381793617014762721e-01 -5.232800307892668812e-01 -5.280100914603548246e-01
-4.024240850485799048e-01 4.152504770568481995e-01 -5.301851804296517923e-01
4.631048310055247974e-01 -2.513511941777509251e-01 5.941151204256300833e-01
2.830704807156398939e-01 -4.886571409792251353e-01 -5.411117627281345488e-01
-7.190884146531447696e-01 2.031575934922867088e-01 2.468785592176648280e-01
-1.520360951548836714e-01 -3.353976849406489769e-01 -2.215707978639088610e-02
5.118089854881623380e-01 1.808855737854670256e-02 -5.920409525060285061e-01
4.048638420577529984e-02 -3.278125647232136841e-01 7.507151173577555348e-01
3.959345839124422950e-01 -6.653021545747872523e-01 -1.190012904514499564e-01
-5.132697037326207079e-01 6.009270879951913447e-01 -4.781001945560951760e-02
-1.117043936062098869e-02 3.505178394610215797e-02 -3.709295515413487121e-01
-1.184643048675626253e-01 7.519029958046901108e-01 1.558972399018141719e-01
-4.647612097508849738e-01 -6.727320587892747783e-01 -3.159514863799117029e-02
-7.038654999077433860e-01 -2.507108609297006296e-01 1.780364813053967044e-01
-1.159153922062834408e-01 2.400759284123138715e-01 3.067756561560779915e-01
8.885437884847594003e-02 5.971260827465554311e-01 5.340625055704769641e-01
