RotX	RotY	RotZ	X	Y	Z
0.04023192649342566	0.4835674276914458	0.3134889932413142	0.8046837859942926	0.14091823495999567	0.2374147970307091
0.13241210573404727	0.6751910060823711	0.30886741577136134	0.8429722339072928	0.9133861821416067	0.847863084299794
0.5847326260057191	0.8665532529145712	0.041831188531355146	0.925001291939272	0.7753896313042101	0.10375864743766938
0.9824226295117262	0.8088830913477032	0.056791014990618116	0.8649958603295358	0.28027278323946514	0.1378025152435055
0.4382904571958224	0.8211981812929786	0.08017673633538036	0.6009634092166323	0.9333091813593537	0.024182527130252485
0.8734180803521958	0.9335282334786773	0.5939724419083726	0.5775236558760579	0.05435572227730401	0.40089121779885284
0.07999637158245299	0.4466201210506797	0.5022223809085743	0.7691843675657544	0.9283651356646747	0.906115086277447
0.5408449399080246	0.7315958753860478	0.9006088294430552	0.14096510889915048	0.4025311564042251	0.7121047128850707
0.4359750721539123	0.16507468454380436	0.8268882254756691	0.07940857680141211	0.5685860196866885	0.2516919568591234
0.5106333501401722	0.22265878530649963	0.7865032341768711	0.7126823398350325	0.8481550893570083	0.4553419906894718
0.509233807187815	0.36279251757528763	0.711639144938068	0.8049715271668083	0.2250959486369647	0.09176697405138301
0.3274641970855028	0.5113005214491007	0.20487781863442212	0.8381851393908369	0.5543228594479529	0.5177816507655706
0.6137278282887562	0.6969384586703635	0.35811075601548337	0.8401111209985653	0.16404920561672964	0.6963140766338141
0.7380707659629303	0.9257014768028624	0.18153401032947702	0.775063833496418	0.7071447118967782	0.44469121180691995
0.2614470314567331	0.5815239929167847	0.5787106914999063	0.041364063913902016	0.5500471324258867	0.6375478196119811
0.04003823362681458	0.8042412804810445	0.3044947234393083	0.9065773165728603	0.9424324323525995	0.5852463298955544
0.04922417532303147	0.9760021044138284	0.30486711242114484	0.3172366173586867	0.37106460599170565	0.3292610167168085
0.028191871703411864	0.6735805342084061	0.6503888884308536	0.5274287598589779	0.6842086772100018	0.45477258854539937
0.5705097684403005	0.8317713993890901	0.03856087703422795	0.1407616931929685	0.9310343265413974	0.8678477461604166
0.953867192358282	0.4241463151777908	0.45071732674529474	0.10591006515145063	0.9611201139734579	0.9471197863020739
0.7714010268739576	0.03887748694691373	0.1575944366062234	0.06743903595138256	0.4298089020910896	0.05142244270391938
0.21618774243814398	0.7043276017801656	0.2206014020102256	0.18785356988007063	0.9194647397608748	0.16346322109642963
0.25585988068640764	0.8575456727966064	0.5944562871954973	0.020872651799628605	0.7561657832656602	0.04789348999083087
0.6971923606705183	0.6419192559568152	0.0070632656413252	0.30884537516606647	0.707526319493965	0.7055975088188969
0.87679211987106	0.791562924857278	0.3890110611558063	0.6351555723511518	0.6384483821997841	0.07780187235754643
0.4446672397759692	0.8851091881048764	0.3592605417685727	0.6965450499641818	0.41109282717024687	0.683637469802339
0.978484672777655	0.6841141241574002	0.5725241109509543	0.24158293302256595	0.1670946524978867	0.33831930905736096
0.6649027400197828	0.8240192171589551	0.20187009103600984	0.6311827937694471	0.7717341288232554	0.7788395286100813
0.1429576477860237	0.5357284945240525	0.25714268750287705	0.04279472211333912	0.7652435494117615	0.2821292980652764
0.6144859533048397	0.6233173019235827	0.13013231357419786	0.7541375433114567	0.8498892106001217	0.256684019407854
0.9118191395005848	0.7839216141273604	0.7711838468793066	0.06135909392255978	0.6000409830864231	0.03457733373482652
0.07673857138553108	0.27654268345149735	0.18496392202977385	0.22334695923094539	0.39749923644530205	0.8981710310986427
0.30422796452423473	0.020696735374521436	0.24285241882480046	0.2652876801952	0.42005582076075687	0.8196325636549262
0.4594905225400282	0.6225703424266495	0.32247106634563516	0.1383783565261446	0.09138578049437007	0.79294543166056
0.49948931785715256	0.3843146855745051	0.6914579953974008	0.5457211392661815	0.4842986045439518	0.29722421034990065
0.9049844622697565	0.17876459197007233	0.13547457295500598	0.9432385546060791	0.9075954263645776	0.9974974379003038
0.6353249050640537	0.26319688188180757	0.9366331043799249	0.17771126706540452	0.05423823217041057	0.18005541174984918
0.050165558054780734	0.5094256031157984	0.04595642645621212	0.8834238206513676	0.03323631567406227	0.09468840072691687
0.9072310415817472	0.9989675644909111	0.0807388060506663	0.9645938241396855	0.19459299447577272	0.33169088889297615
0.9172358733142788	0.31859405968523413	0.44655041631233594	0.6456696430209069	0.33983075449421785	0.9820457998543564
0.5373329526737325	0.14173817165647806	0.4499800878847485	0.9458385679081618	0.6492791820129942	0.2469250002912705
0.18193271316274606	0.356867731804434	0.9732056489660816	0.5821326771944441	0.9339232659152472	0.3303392502606205
0.4782954547131134	0.5804535359216864	0.28106751791069584	0.01115836201540088	0.8008090857912565	0.4726584738726636
0.31348923948258756	0.2986313229502303	0.2496472886736174	0.39797219520816973	0.5071419866169572	0.3034917569377171
0.6399235614726428	0.3356905135282644	0.0287780666933245	0.7483764365986227	0.5604485126697943	0.8374547017720798
