RotX	RotY	RotZ	X	Y	Z
0.8128495373438709	0.36365242861793556	0.6814748360913335	0.840946233682486	0.671319319213298	0.48914778532601766
0.18746630963155386	0.01718132875326983	0.2082268476010265	0.37471992628871253	0.9236737572404476	0.5990200445074559
0.056882184235151456	0.824018849192809	0.7676731644485089	0.6081542564860053	0.597298850252804	0.9870454486104229
0.03130883377368632	0.6327141828182077	0.32612755451330677	0.6419617709660393	0.6603877785515639	0.22135542000393182
0.9853258805702397	0.9521578140506352	0.9319040213525437	0.904373978938451	0.22101175903519454	0.5482576163531225
0.6178072641621499	0.5169514712355223	0.579380054111507	0.3775868683137794	0.0361391473032433	0.5935255058155884
0.5254688750241989	0.45272319996503874	0.9836006740715683	0.5273179008278432	0.6626989834090262	0.6632182357413896
0.11473046287698985	0.49403877776955607	0.8461602667111092	0.29532932566191006	0.7451799714218734	0.3177422999079579
0.5030745070357397	0.7088792582729501	0.4616950728851065	0.031078005294124522	0.8859608960425176	0.4077990914645986
0.4146400505975987	0.8502818523564794	0.5959910502744971	0.18362101997129865	0.33264484771077174	0.7891256035704544
0.9722335323962985	0.30764867191223133	0.11994185050582773	0.14406499057802014	0.3118484107833034	0.6977597304531015
0.06514560915843537	0.902482681311225	0.3335585976722214	0.13354283037050785	0.8817453561730924	0.651203891103822
0.5069688901681761	0.5589422726241179	0.6770365257690777	0.7320952125501778	0.14673680192172078	0.7643902697587601
0.4961852756197216	0.26547183234587635	0.39023333299820795	0.7298767994886143	0.6329974406572704	0.7871263722819432
0.5329920523249018	0.4526380340609748	0.19994388160687293	0.960687774103703	0.2505871133634895	0.17883253891341744
0.5634601312910609	0.28642327625241537	0.7285740430648915	0.021535428797156975	0.5519280118223528	0.06039862541368868
0.7899145702653881	0.1110960696286235	0.14975971719734094	0.5447568245674674	0.6470887518051865	0.7686524870767522
0.7262873983479119	0.8531832581976352	0.5914710377163515	0.6038581841544254	0.9349079870007522	0.47119748974421594
0.630256847594993	0.0481959792296599	0.44686700192266937	0.6792363005054877	0.36537915895848316	0.5032389530117756
0.6041107809161014	0.35868976437663247	0.39794165901368594	0.5312198553800934	0.45887817931482733	0.48951162212578025
0.11205462699903002	0.3672360550234077	0.4230478187331618	0.24306481408478775	0.7211552251753419	0.8806900169325329
0.5022966997775379	0.8444799125743065	0.26344462472244057	0.7610091887805049	0.9799859475675715	0.3895695431459848
0.4574137422421558	0.65037279863034	0.3213122662126876	0.7875400753383264	0.6977604198596203	0.08647774544881237
0.7753393653047895	0.5369396975660576	0.5488289836884664	0.08857831322407483	0.5938516188535525	0.8431641719372114
0.6202637222512003	0.2826608185169064	0.7474429973144241	0.8595062362774314	0.0038250627049397634	0.0012129595747150113
0.10691884814462405	0.26737822316472004	0.4995353199641973	0.14194127472433837	0.33564534486342523	0.8787324500153755
0.7753179290539863	0.20720078611102666	0.9721836442402156	0.9575247174766012	0.4195890536197694	0.5124354106777865
0.8161363391535984	0.0070753589048462295	0.03878490130790435	0.29243094508083656	0.22899751360240772	0.9752816105500779
0.9425517567139605	0.6656775663907005	0.5797307970760216	0.6756880208607948	0.8786098871803862	0.014733424068599343
0.918684429323444	0.9851367895819592	0.7489552949388851	0.23817685389445287	0.8565170167355226	0.42714752325314875
0.10535319158892309	0.16985094077085983	0.3121413101363927	0.30892069869761396	0.7515051545287179	0.7905960493331491
0.5569802869340528	0.8243820823303123	0.5393513599626426	0.7312196117369606	0.9413607817160036	0.09750043138180209
0.5465986395896191	0.11583139824570765	0.6776807787083173	0.8904709474720892	0.3101934736286348	0.01908096905778267
0.4811280509629954	0.007613414612858693	0.5258033757017825	0.554777921187557	0.03571930822146885	0.9790048146411705
0.31054565506263787	0.8957023544352056	0.6644367805203193	0.20430164683553398	0.044090867499106956	0.3641781361391999
0.7034811297333329	0.43089452586043386	0.3424935056866547	0.18036367033663803	0.9052506354839837	0.7603421632517453
0.6838711113635597	0.12770918886945093	0.2691750622745568	0.22778918622602773	0.3924033156449729	0.19276139666521586
0.6903761110939333	0.21338155326927466	0.6679488381789553	0.3805209188802109	0.6372090700294639	0.06779536441121503
0.2865036106816893	0.08554972148372086	0.9076684454542263	0.7121001092378045	0.6702983791936804	0.09726804804293498
0.4049849353031153	0.05220803753469372	0.8008876639722555	0.12364643458186786	0.5371922085653481	0.38149254911104613
0.7623547846891643	0.006933889790783354	0.9517930750635274	0.21811438167790353	0.010888566159330093	0.6819527157417461
0.8012839167398335	0.5398051543383064	0.8280440782532421	0.921328751205715	0.24872135761698522	0.2601377523791034
0.828195498618025	0.6605469500373498	0.4188487770269447	0.28110533078315547	0.14641333309067717	0.16788106313955709
0.24045056477259075	0.6450987237436134	0.4516854743162758	0.7189357347510372	0.9105643888775806	0.858844163006135
0.9217827773183976	0.08774923426985926	0.4932968538054603	0.0007549716857941924	0.9027759046448406	0.7093520030345327
0.2602463980916362	0.9588732527317966	0.5156834510762648	0.9973562928064353	0.5551407840761693	0.36879167405837
0.6621685858418913	0.31764229725129567	0.4954952589126119	0.3146734895586192	0.22134756085099927	0.3935207935305476
0.8498957895326154	0.8932402136135337	0.6337534652415946	0.5335836058079041	0.0812853938749577	0.7300163505579698
