RotX	RotY	RotZ	X	Y	Z
0.4509426508771873	0.1799567240812543	0.7684212530833306	0.3914969436849274	0.2543966929041941	0.9047516938762241
0.06824987262465676	0.05868417202001652	0.4214076860319894	0.040849582741031676	0.3944121419910809	0.44297330268048085
0.43373433535307526	0.8325647792652101	0.07763262298974327	0.46472331368104514	0.666313770182331	0.5288168432346401
0.39659417954141163	0.8626835061333445	0.6928708092008452	0.12581666615218545	0.4297253975654245	0.13872184962225853
0.2916601399507788	0.3035006836811325	0.5777005351743567	0.0010652247192499686	0.9348754642980595	0.3136154590474267
0.24293229108829362	0.8627734719280954	0.6917661759167271	0.6114954189619755	0.2843092676308321	0.8508254329459245
0.9866343595601463	0.7634980504336623	0.4549971226915448	0.45809795266035225	0.9855739739537187	0.7071342296887363
0.5587451552277657	0.9731713460586235	0.7233048318058659	0.8021468455510027	0.7769747850811797	0.06687931323777585
0.46501638996435	0.2613096522403101	0.6844874428412586	0.6121151417223482	0.6245850894504655	0.9888980019659758
0.40643065667296263	0.5915501214617374	0.9586833896389467	0.8494373752821134	0.7785966013392653	0.4404604041769715
0.46199679681969896	0.29331340883364665	0.7185527799718656	0.42494326347423506	0.5242599350232695	0.01284713692162387
0.9121415276095096	0.584420021270609	0.7953582208694863	0.13021895341596124	0.38328024162800556	0.7029031818458031
0.19621055197459836	0.18616547483434887	0.4219524592603031	0.9442486727389778	0.8910966177172432	0.9403774553768339
0.5535286577913581	0.500017245793649	0.39856262082623173	0.7638420983152292	0.6987674699303914	0.8137873936357597
0.2666558326498867	0.6389559351121604	0.3090111136942869	0.35857266044058367	0.8162009161444014	0.883101782028043
0.16163408125891654	0.22965237014665385	0.7408137788721556	0.8036080958756359	0.5995982279583368	0.49421342360486853
0.5694348463897836	0.6891980990052414	0.5713944582010212	0.7070245115265106	0.07347828574871729	0.1972234264145415
0.7454846235165173	0.5937809400716829	0.5163603747063923	0.03073636661187451	0.23959552211938817	0.14542976277257857
0.7167327755044117	0.0727313404047254	0.5165094905549328	0.9154195374216388	0.3763243943864545	0.4178849482308872
0.5408738577383112	0.28319324245150945	0.7999443856714193	0.8808988683526318	0.9599585314835609	0.399094525000268
0.23285683215305364	0.4402175256938151	0.7582049110313864	0.4588968686559658	0.9183949801057896	0.3648300958207451
