3.262555142760086846e-01 -3.854636161803240979e-01 -6.405913920868614442e-01
-3.332508030308519165e-01 2.397322704687279982e-01 -1.759194149338177415e-01
3.946205752335784078e-01 4.469596871557266621e-02 2.475783731288624945e-01
-2.698262853500476011e-01 -6.702922019782792118e-01 3.917143756213053440e-01
-3.772515586198929016e-01 -5.154965029400488952e-01 -4.739218571501211952e-01
6.147098388511126332e-01 4.914510555614984288e-01 2.188045787455347724e-01
-5.575197499412268970e-02 1.483376456697227397e-01 8.213707485711944090e-01
1.972455582767498050e-01 7.321495652968792456e-01 -3.000696732828219138e-01
-7.512186315618207821e-02 7.479681693352847605e-01 3.802239381509175398e-01
-8.228920647326849469e-01 1.044704429997933975e-01 1.545615843076205698e-01
-6.038276170274072818e-01 3.287790237275440286e-01 4.627635126178621938e-01
4.922148499181822623e-01 -5.486158829283857008e-01 3.201847413101034934e-01
-2.404020158017483866e-01 9.860112333542396523e-02 -7.698187867920961436e-01
6.425883456152909137e-03 -4.747621878385193117e-01 1.126924368580077412e-01
7.821090662179631670e-01 1.673272549263735975e-01 2.219534981876404023e-01
5.231871762794176178e-02 8.163108991953083038e-01 1.172786463441832620e-02
3.302703311502487304e-01 1.550291269531196559e-01 7.438113705479559856e-01
3.812002873204423103e-01 2.934803589349491704e-01 -6.569345041348834124e-01
-3.435171503525978332e-01 -8.279828523635693327e-02 -3.306119449185566106e-01
-5.043181294925269675e-01 -4.306633896467955136e-01 4.476122856102467407e-01
-5.183106244606362489e-01 5.841391886205067330e-01 -2.169003386990010218e-01
6.575267066155660034e-01 -4.954813310478879407e-01 -4.223476793674293267e-02
7.329406638685140862e-01 -2.515797467053866310e-01 2.906347910343493046e-01
-1.744079311377981223e-01 3.663860101700270322e-01 1.894222054519310861e-01
-6.805253528342450897e-01 -4.521471349707480436e-01 -1.952663038227593351e-01
-5.773067250476234813e-01 1.590944012837150201e-01 -5.940514691077994902e-01
-4.455140404174229990e-02 -3.324744962058523989e-01 -7.380776950989580421e-01
2.592616770890403266e-02 8.841013134651969085e-02 -4.560627480591995520e-01
3.213150846548978867e-01 -7.644932653869754846e-01 3.403045280897368935e-02
2.291700544105458853e-03 -3.494251037871047849e-01 -2.843657153813490823e-01
1.233803162885783178e-01 5.168491365870080401e-01 6.358608177699590636e-01
2.517025147534251439e-01 -5.162970264425378319e-01 6.292509173747389273e-01
-2.318209167164397566e-01 -3.026995005771295974e-02 4.078120467475971345e-01
4.461373732622516686e-01 7.177293120218344313e-01 -4.556990930868482642e-02
6.476714138224308748e-01 6.455329883597886453e-02 5.562676380144352395e-01
-1.860326782314073585e-03 4.137848616614330788e-01 -2.304991323652210156e-01
8.021401343655394367e-01 -7.084166892440788010e-02 -5.894136190358661986e-02
7.349419441573475098e-02 -2.276451363781770987e-01 3.675758106983507689e-01
-2.975633001797062249e-01 7.517144175645111837e-01 1.263782341998433492e-02
-1.654806314595003991e-01 7.354338964201146966e-01 -3.396881656072840983e-01
-1.120639096348921143e-01 -8.344382423010976435e-01 6.577606706062909259e-02
-3.637489639080681014e-01 -1.767479509276985439e-01 7.311727593762991084e-01
