4.430692879471407331e-01 -6.727915282170289502e-02 5.217389116286745843e-01
-5.317840981053942873e-01 -4.068448137668991826e-01 -8.569400476605214950e-03
-4.922159923177735208e-01 4.405315020917301427e-01 1.164216441727377732e-01
1.484607430814552376e-01 4.755451354444120149e-01 -4.550029691377610597e-01
-2.694911402331963690e-01 -5.344932789330818917e-02 6.175229456732103106e-01
6.490070953481569260e-01 -8.013888661041402434e-03 -1.770466541122445447e-01
-4.396591656457559116e-01 8.092645769942548306e-02 -5.102020795701791567e-01
1.544817889619344853e-01 -6.305953266357835485e-01 1.690989055075702852e-01
2.195223141814307000e-01 5.678294290151263413e-01 2.729949839370077735e-01
1.045641017925853095e-01 -3.893522723613875858e-01 -5.458543865437600617e-01
